Name,ContryCode,Team,Stage,Rank,Total Time,Gap,gap(s),Country
MALORI Adriano,ITA,MOVISTAR TEAM,12,131,48h 37' 00'',+ 01h 46' 28'',6388,Italy
KRISTOFF Alexander,NOR,TEAM KATUSHA,12,132,48h 37' 47'',+ 01h 47' 15'',6435,Norway
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,133,48h 38' 00'',+ 01h 47' 28'',6448,France
RIBLON Christophe,FRA,AG2R LA MONDIALE,12,134,48h 38' 46'',+ 01h 48' 14'',6494,France
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,12,135,48h 39' 25'',+ 01h 48' 53'',6533,Lithuania
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,12,136,48h 39' 27'',+ 01h 48' 55'',6535,Netherlands
STANNARD Ian,GBR,TEAM SKY,12,137,48h 40' 27'',+ 01h 49' 55'',6595,Great Britain
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,12,138,48h 41' 41'',+ 01h 51' 09'',6669,Australia
GENE Yohann,FRA,TEAM EUROPCAR,12,139,48h 41' 46'',+ 01h 51' 14'',6674,France
POZZATO Filippo,ITA,LAMPRE - MERIDA,12,140,48h 41' 57'',+ 01h 51' 25'',6685,Italy
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,141,48h 42' 11'',+ 01h 51' 39'',6699,France
FARRAR Tyler,USA,MTN-QHUBEKA,12,142,48h 42' 14'',+ 01h 51' 42'',6702,United States of America
RENSHAW Mark,AUS,ETIXX-QUICK STEP,12,143,48h 42' 38'',+ 01h 52' 06'',6726,Australia
