Name,Country,Team,Stage,Rank,Total Time,Gap,gap(s)
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,11,97,42h 13' 13'',+ 01h 09' 42'',4182
HOLLENSTEIN Reto,SUI,IAM CYCLING,11,98,42h 13' 21'',+ 01h 09' 50'',4190
DEMARE Arnaud,FRA,FDJ,11,99,42h 13' 22'',+ 01h 09' 51'',4191
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",11,100,42h 13' 56'',+ 01h 10' 25'',4225
MEINTJES Louis,RSA,MTN-QHUBEKA,11,101,42h 14' 19'',+ 01h 10' 48'',4248
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,11,102,42h 14' 29'',+ 01h 10' 58'',4258
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,11,103,42h 14' 50'',+ 01h 11' 19'',4279
GREIPEL André,GER,LOTTO-SOUDAL,11,104,42h 15' 08'',+ 01h 11' 37'',4297
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,11,105,42h 15' 17'',+ 01h 11' 46'',4306
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,11,106,42h 15' 28'',+ 01h 11' 57'',4317
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,11,107,42h 15' 28'',+ 01h 11' 57'',4317
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",11,108,42h 15' 41'',+ 01h 12' 10'',4330
VERMOTE Julien,BEL,ETIXX-QUICK STEP,11,109,42h 15' 47'',+ 01h 12' 16'',4336
WESTRA Lieuwe,NED,ASTANA PRO TEAM,11,110,42h 15' 50'',+ 01h 12' 19'',4339
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,111,42h 16' 13'',+ 01h 12' 42'',4362
SIEBERG Marcel,GER,LOTTO-SOUDAL,11,112,42h 16' 18'',+ 01h 12' 47'',4367
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,11,113,42h 16' 40'',+ 01h 13' 09'',4389
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,11,114,42h 16' 45'',+ 01h 13' 14'',4394
WELLENS Tim,BEL,LOTTO-SOUDAL,11,115,42h 16' 58'',+ 01h 13' 27'',4407
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,11,116,42h 17' 46'',+ 01h 14' 15'',4455
JUNGELS Bob,LUX,TREK FACTORY RACING,11,117,42h 17' 49'',+ 01h 14' 18'',4458
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,118,42h 17' 52'',+ 01h 14' 21'',4461
VAUGRENARD Benoît,FRA,FDJ,11,119,42h 18' 06'',+ 01h 14' 35'',4475
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",11,120,42h 18' 10'',+ 01h 14' 39'',4479
SCARPONI Michele,ITA,ASTANA PRO TEAM,11,121,42h 19' 33'',+ 01h 16' 02'',4562
COQUARD Bryan,FRA,TEAM EUROPCAR,11,122,42h 20' 12'',+ 01h 16' 41'',4601
KRISTOFF Alexander,NOR,TEAM KATUSHA,11,123,42h 20' 39'',+ 01h 17' 08'',4628
RIBLON Christophe,FRA,AG2R LA MONDIALE,11,124,42h 21' 38'',+ 01h 18' 07'',4687
GENIEZ Alexandre,FRA,FDJ,11,125,42h 22' 08'',+ 01h 18' 37'',4717
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,11,126,42h 22' 17'',+ 01h 18' 46'',4726
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,11,127,42h 22' 19'',+ 01h 18' 48'',4728
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,128,42h 22' 23'',+ 01h 18' 52'',4732
QUINZIATO Manuel,ITA,BMC RACING TEAM,11,129,42h 22' 37'',+ 01h 19' 06'',4746
ROY Jérémy,FRA,FDJ,11,130,42h 22' 43'',+ 01h 19' 12'',4752
MALORI Adriano,ITA,MOVISTAR TEAM,11,131,42h 23' 12'',+ 01h 19' 41'',4781
STANNARD Ian,GBR,TEAM SKY,11,132,42h 23' 19'',+ 01h 19' 48'',4788
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,133,42h 24' 12'',+ 01h 20' 41'',4841
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,11,134,42h 24' 33'',+ 01h 21' 02'',4862
POZZATO Filippo,ITA,LAMPRE - MERIDA,11,135,42h 24' 49'',+ 01h 21' 18'',4878
FARRAR Tyler,USA,MTN-QHUBEKA,11,136,42h 25' 06'',+ 01h 21' 35'',4895
ELMIGER Martin,SUI,IAM CYCLING,11,137,42h 25' 07'',+ 01h 21' 36'',4896
RENSHAW Mark,AUS,ETIXX-QUICK STEP,11,138,42h 25' 30'',+ 01h 21' 59'',4919
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,11,139,42h 25' 51'',+ 01h 22' 20'',4940
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,11,140,42h 26' 07'',+ 01h 22' 36'',4956
SERPA SANTANDER José,COL,LAMPRE - MERIDA,11,141,42h 26' 12'',+ 01h 22' 41'',4961
GENE Yohann,FRA,TEAM EUROPCAR,11,142,42h 27' 58'',+ 01h 24' 27'',5067
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,143,42h 28' 23'',+ 01h 24' 52'',5092
CUMMINGS Stephen,GBR,MTN-QHUBEKA,11,144,42h 28' 35'',+ 01h 25' 04'',5104
KENNAUGH Peter,GBR,TEAM SKY,11,145,42h 28' 51'',+ 01h 25' 20'',5120
TIMMER Albert,NED,TEAM GIANT-ALPECIN,11,146,42h 29' 02'',+ 01h 25' 31'',5131
BRÄNDLE Matthias,AUT,IAM CYCLING,11,147,42h 30' 31'',+ 01h 27' 00'',5220
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,11,148,42h 30' 40'',+ 01h 27' 09'',5229
GUARNIERI Jacopo,ITA,TEAM KATUSHA,11,149,42h 31' 09'',+ 01h 27' 38'',5258
GAUDIN Damien,FRA,AG2R LA MONDIALE,11,150,42h 31' 11'',+ 01h 27' 40'',5260
ROWE Luke,GBR,TEAM SKY,11,151,42h 32' 33'',+ 01h 29' 02'',5342
DEVOLDER Stijn,BEL,TREK FACTORY RACING,11,152,42h 32' 58'',+ 01h 29' 27'',5367
TOSATTO Matteo,ITA,TINKOFF-SAXO,11,153,42h 33' 20'',+ 01h 29' 49'',5389
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,11,154,42h 33' 58'',+ 01h 30' 27'',5427
DURBRIDGE Luke,AUS,ORICA GREENEDGE,11,155,42h 35' 02'',+ 01h 31' 31'',5491
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,11,156,42h 35' 12'',+ 01h 31' 41'',5501
DEMPSTER Zakkari,AUS,BORA-ARGON 18,11,157,42h 36' 15'',+ 01h 32' 44'',5564
BONO Matteo,ITA,LAMPRE - MERIDA,11,158,42h 36' 50'',+ 01h 33' 19'',5599
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,11,159,42h 37' 14'',+ 01h 33' 43'',5623
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,11,160,42h 39' 15'',+ 01h 35' 44'',5744
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,11,161,42h 42' 44'',+ 01h 39' 13'',5953
DE GENDT Thomas,BEL,LOTTO-SOUDAL,11,162,42h 42' 49'',+ 01h 39' 18'',5958
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",11,163,42h 42' 54'',+ 01h 39' 23'',5963
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,11,164,42h 43' 32'',+ 01h 40' 01'',6001
CIMOLAI Davide,ITA,LAMPRE - MERIDA,11,165,42h 45' 43'',+ 01h 42' 12'',6132
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,11,166,42h 45' 56'',+ 01h 42' 25'',6145
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,11,167,42h 46' 10'',+ 01h 42' 39'',6159
HALLER Marco,AUT,TEAM KATUSHA,11,168,42h 46' 18'',+ 01h 42' 47'',6167
DIDIER Laurent,LUX,TREK FACTORY RACING,11,169,42h 46' 52'',+ 01h 43' 21'',6201
WEENING Pieter,NED,ORICA GREENEDGE,11,170,42h 48' 24'',+ 01h 44' 53'',6293
CHAVANEL Sébastien,FRA,FDJ,11,171,42h 49' 33'',+ 01h 46' 02'',6362
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",11,172,42h 53' 44'',+ 01h 50' 13'',6613
BENNETT Sam,IRL,BORA-ARGON 18,11,173,42h 55' 00'',+ 01h 51' 29'',6689
TUFT Svein,CAN,ORICA GREENEDGE,11,174,42h 57' 19'',+ 01h 53' 48'',6828
HANSEN Adam,AUS,LOTTO-SOUDAL,11,175,42h 58' 15'',+ 01h 54' 44'',6884
DOWSETT Alex,GBR,MOVISTAR TEAM,11,176,43h 07' 10'',+ 02h 03' 39'',7419
MATTHEWS Michael,AUS,ORICA GREENEDGE,11,177,43h 07' 45'',+ 02h 04' 14'',7454
FROOME Christopher,GBR,TEAM SKY,12,1,46h 50' 32'',0,0
VAN GARDEREN Tejay,USA,BMC RACING TEAM,12,2,46h 53' 24'',+ 02' 52'',172
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,12,3,46h 53' 41'',+ 03' 09'',189
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,12,4,46h 54' 30'',+ 03' 58'',238
THOMAS Geraint,GBR,TEAM SKY,12,5,46h 54' 35'',+ 04' 03'',243
CONTADOR Alberto,ESP,TINKOFF-SAXO,12,6,46h 54' 36'',+ 04' 04'',244
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,12,7,46h 56' 04'',+ 05' 32'',332
GALLOPIN Tony,FRA,LOTTO-SOUDAL,12,8,46h 58' 04'',+ 07' 32'',452
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,12,9,46h 58' 19'',+ 07' 47'',467
MOLLEMA Bauke,NED,TREK FACTORY RACING,12,10,46h 58' 34'',+ 08' 02'',482
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,12,11,47h 00' 15'',+ 09' 43'',583
FRANK Mathias,SUI,IAM CYCLING,12,12,47h 02' 57'',+ 12' 25'',745
SANCHEZ Samuel,ESP,BMC RACING TEAM,12,13,47h 03' 25'',+ 12' 53'',773
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,12,14,47h 04' 05'',+ 13' 33'',813
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,12,15,47h 04' 17'',+ 13' 45'',825
ROLLAND Pierre,FRA,TEAM EUROPCAR,12,16,47h 04' 29'',+ 13' 57'',837
BARDET Romain,FRA,AG2R LA MONDIALE,12,17,47h 07' 37'',+ 17' 05'',1025
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,12,18,47h 10' 04'',+ 19' 32'',1172
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,12,19,47h 17' 29'',+ 26' 57'',1617
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,12,20,47h 18' 51'',+ 28' 19'',1699
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,12,21,47h 19' 48'',+ 29' 16'',1756
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,12,22,47h 23' 32'',+ 33' 00'',1980
KREUZIGER Roman,CZE,TINKOFF-SAXO,12,23,47h 23' 51'',+ 33' 19'',1999
PINOT Thibaut,FRA,FDJ,12,24,47h 25' 13'',+ 34' 41'',2081
ROGERS Michael,AUS,TINKOFF-SAXO,12,25,47h 25' 20'',+ 34' 48'',2088
PAUWELS Serge,BEL,MTN-QHUBEKA,12,26,47h 27' 04'',+ 36' 32'',2192
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,12,27,47h 27' 43'',+ 37' 11'',2231
MORABITO Steve,SUI,FDJ,12,28,47h 28' 14'',+ 37' 42'',2262
CHEREL Mikael,FRA,AG2R LA MONDIALE,12,29,47h 31' 05'',+ 40' 33'',2433
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,12,30,47h 32' 42'',+ 42' 10'',2530
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,12,31,47h 34' 50'',+ 44' 18'',2658
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,12,32,47h 35' 00'',+ 44' 28'',2668
BAKELANTS Jan,BEL,AG2R LA MONDIALE,12,33,47h 35' 03'',+ 44' 31'',2671
KANGERT Tanel,EST,ASTANA PRO TEAM,12,34,47h 36' 38'',+ 46' 06'',2766
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,12,35,47h 38' 34'',+ 48' 02'',2882
BAK Lars,DEN,LOTTO-SOUDAL,12,36,47h 38' 51'',+ 48' 19'',2899
CHAVANEL Sylvain,FRA,IAM CYCLING,12,37,47h 40' 07'',+ 49' 35'',2975
SICARD Romain,FRA,TEAM EUROPCAR,12,38,47h 43' 04'',+ 52' 32'',3152
BARTA Jan,CZE,BORA-ARGON 18,12,39,47h 44' 12'',+ 53' 40'',3220
PORTE Richie,AUS,TEAM SKY,12,40,47h 45' 23'',+ 54' 51'',3291
MAJKA Rafal,POL,TINKOFF-SAXO,12,41,47h 46' 19'',+ 55' 47'',3347
YATES Adam,GBR,ORICA GREENEDGE,12,42,47h 48' 30'',+ 57' 58'',3478
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,12,43,47h 49' 29'',+ 58' 57'',3537
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,12,44,47h 49' 44'',+ 59' 12'',3552
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,12,45,47h 49' 49'',+ 59' 17'',3557
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,12,46,47h 49' 58'',+ 59' 26'',3566
ROCHE Nicolas,IRL,TEAM SKY,12,47,47h 50' 46'',+ 01h 00' 14'',3614
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,12,48,47h 52' 46'',+ 01h 02' 14'',3734
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,12,49,47h 54' 12'',+ 01h 03' 40'',3820
VAN AVERMAET Greg,BEL,BMC RACING TEAM,12,50,47h 55' 02'',+ 01h 04' 30'',3870
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,12,51,47h 58' 23'',+ 01h 07' 51'',4071
MEINTJES Louis,RSA,MTN-QHUBEKA,12,52,47h 59' 11'',+ 01h 08' 39'',4119
GAUTIER Cyril,FRA,TEAM EUROPCAR,12,53,47h 59' 17'',+ 01h 08' 45'',4125
VOECKLER Thomas,FRA,TEAM EUROPCAR,12,54,47h 59' 35'',+ 01h 09' 03'',4143
MACHADO Tiago,POR,TEAM KATUSHA,12,55,47h 59' 41'',+ 01h 09' 09'',4149
SAGAN Peter,SVK,TINKOFF-SAXO,12,56,48h 00' 05'',+ 01h 09' 33'',4173
BUCHMANN Emanuel,GER,BORA-ARGON 18,12,57,48h 00' 53'',+ 01h 10' 21'',4221
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,12,58,48h 01' 04'',+ 01h 10' 32'',4232
VOSS Paul,GER,BORA-ARGON 18,12,59,48h 01' 15'',+ 01h 10' 43'',4243
KWIATKOWSKI Michal,POL,ETIXX-QUICK STEP,12,60,48h 01' 22'',+ 01h 10' 50'',4250
SCHÄR Michael,SUI,BMC RACING TEAM,12,61,48h 01' 34'',+ 01h 11' 02'',4262
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,12,62,48h 01' 50'',+ 01h 11' 18'',4278
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,63,48h 02' 12'',+ 01h 11' 40'',4300
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",12,64,48h 03' 09'',+ 01h 12' 37'',4357
GRIVKO Andriy,UKR,ASTANA PRO TEAM,12,65,48h 05' 22'',+ 01h 14' 50'',4490
WYSS Danilo,SUI,BMC RACING TEAM,12,66,48h 05' 49'',+ 01h 15' 17'',4517
WYSS Marcel,SUI,IAM CYCLING,12,67,48h 07' 01'',+ 01h 16' 29'',4589
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,12,68,48h 07' 46'',+ 01h 17' 14'',4634
DE KORT Koen,NED,TEAM GIANT-ALPECIN,12,69,48h 08' 09'',+ 01h 17' 37'',4657
COPPEL Jérôme,FRA,IAM CYCLING,12,70,48h 09' 05'',+ 01h 18' 33'',4713
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,12,71,48h 09' 09'',+ 01h 18' 37'',4717
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,12,72,48h 09' 57'',+ 01h 19' 25'',4765
HUZARSKI Bartosz,POL,BORA-ARGON 18,12,73,48h 10' 00'',+ 01h 19' 28'',4768
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,12,74,48h 10' 58'',+ 01h 20' 26'',4826
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",12,75,48h 11' 44'',+ 01h 21' 12'',4872
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,12,76,48h 12' 33'',+ 01h 22' 01'',4921
LADAGNOUS Matthieu,FRA,FDJ,12,77,48h 13' 06'',+ 01h 22' 34'',4954
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,12,78,48h 13' 43'',+ 01h 23' 11'',4991
DURASEK Kristijan,CRO,LAMPRE - MERIDA,12,79,48h 14' 11'',+ 01h 23' 39'',5019
CARUSO Damiano,ITA,BMC RACING TEAM,12,80,48h 14' 21'',+ 01h 23' 49'',5029
KONIG Leopold,CZE,TEAM SKY,12,81,48h 15' 32'',+ 01h 25' 00'',5100
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",12,82,48h 17' 34'',+ 01h 27' 02'',5222
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",12,83,48h 17' 41'',+ 01h 27' 09'',5229
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,12,84,48h 17' 52'',+ 01h 27' 20'',5240
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,12,85,48h 18' 10'',+ 01h 27' 38'',5258
JUNGELS Bob,LUX,TREK FACTORY RACING,12,86,48h 18' 50'',+ 01h 28' 18'',5298
CARUSO Gianpaolo,ITA,TEAM KATUSHA,12,87,48h 18' 54'',+ 01h 28' 22'',5302
POELS Wouter,NED,TEAM SKY,12,88,48h 19' 01'',+ 01h 28' 29'',5309
DENNIS Rohan,AUS,BMC RACING TEAM,12,89,48h 19' 12'',+ 01h 28' 40'',5320
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,12,90,48h 19' 48'',+ 01h 29' 16'',5356
OSS Daniel,ITA,BMC RACING TEAM,12,91,48h 20' 09'',+ 01h 29' 37'',5377
WESTRA Lieuwe,NED,ASTANA PRO TEAM,12,92,48h 21' 51'',+ 01h 31' 19'',5479
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,12,93,48h 23' 17'',+ 01h 32' 45'',5565
HOLLENSTEIN Reto,SUI,IAM CYCLING,12,94,48h 23' 59'',+ 01h 33' 27'',5607
TULIK ANGÉLO,FRA,TEAM EUROPCAR,12,95,48h 24' 20'',+ 01h 33' 48'',5628
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,12,96,48h 24' 23'',+ 01h 33' 51'',5631
CURVERS Roy,NED,TEAM GIANT-ALPECIN,12,97,48h 24' 56'',+ 01h 34' 24'',5664
CLEMENT Stef,NED,IAM CYCLING,12,98,48h 25' 03'',+ 01h 34' 31'',5671
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,99,48h 25' 24'',+ 01h 34' 52'',5692
GOLAS Michal,POL,ETIXX-QUICK STEP,12,100,48h 25' 26'',+ 01h 34' 54'',5694
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,12,101,48h 25' 49'',+ 01h 35' 17'',5717
RAST Gregory,SUI,TREK FACTORY RACING,12,102,48h 26' 33'',+ 01h 36' 01'',5761
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,12,103,48h 27' 01'',+ 01h 36' 29'',5789
YATES Simon,GBR,ORICA GREENEDGE,12,104,48h 27' 40'',+ 01h 37' 08'',5828
ROY Jérémy,FRA,FDJ,12,105,48h 28' 46'',+ 01h 38' 14'',5894
GREIPEL André,GER,LOTTO-SOUDAL,12,106,48h 28' 56'',+ 01h 38' 24'',5904
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,12,107,48h 29' 09'',+ 01h 38' 37'',5917
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,12,108,48h 29' 16'',+ 01h 38' 44'',5924
VERMOTE Julien,BEL,ETIXX-QUICK STEP,12,109,48h 29' 35'',+ 01h 39' 03'',5943
KENNAUGH Peter,GBR,TEAM SKY,12,110,48h 29' 52'',+ 01h 39' 20'',5960
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,111,48h 30' 01'',+ 01h 39' 29'',5969
DEMARE Arnaud,FRA,FDJ,12,112,48h 30' 30'',+ 01h 39' 58'',5998
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,12,113,48h 30' 33'',+ 01h 40' 01'',6001
WELLENS Tim,BEL,LOTTO-SOUDAL,12,114,48h 30' 46'',+ 01h 40' 14'',6014
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",12,115,48h 31' 04'',+ 01h 40' 32'',6032
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,116,48h 31' 40'',+ 01h 41' 08'',6068
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,12,117,48h 31' 47'',+ 01h 41' 15'',6075
VAUGRENARD Benoît,FRA,FDJ,12,118,48h 31' 54'',+ 01h 41' 22'',6082
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",12,119,48h 32' 08'',+ 01h 41' 36'',6096
CUMMINGS Stephen,GBR,MTN-QHUBEKA,12,120,48h 32' 24'',+ 01h 41' 52'',6112
SCARPONI Michele,ITA,ASTANA PRO TEAM,12,121,48h 33' 21'',+ 01h 42' 49'',6169
SIEBERG Marcel,GER,LOTTO-SOUDAL,12,122,48h 33' 26'',+ 01h 42' 54'',6174
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,12,123,48h 33' 48'',+ 01h 43' 16'',6196
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,12,124,48h 33' 53'',+ 01h 43' 21'',6201
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,12,125,48h 34' 54'',+ 01h 44' 22'',6262
COQUARD Bryan,FRA,TEAM EUROPCAR,12,126,48h 35' 13'',+ 01h 44' 41'',6281
ELMIGER Martin,SUI,IAM CYCLING,12,127,48h 35' 45'',+ 01h 45' 13'',6313
GENIEZ Alexandre,FRA,FDJ,12,128,48h 35' 56'',+ 01h 45' 24'',6324
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,129,48h 36' 11'',+ 01h 45' 39'',6339
QUINZIATO Manuel,ITA,BMC RACING TEAM,12,130,48h 36' 25'',+ 01h 45' 53'',6353
MALORI Adriano,ITA,MOVISTAR TEAM,12,131,48h 37' 00'',+ 01h 46' 28'',6388
KRISTOFF Alexander,NOR,TEAM KATUSHA,12,132,48h 37' 47'',+ 01h 47' 15'',6435
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,133,48h 38' 00'',+ 01h 47' 28'',6448
RIBLON Christophe,FRA,AG2R LA MONDIALE,12,134,48h 38' 46'',+ 01h 48' 14'',6494
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,12,135,48h 39' 25'',+ 01h 48' 53'',6533
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,12,136,48h 39' 27'',+ 01h 48' 55'',6535
STANNARD Ian,GBR,TEAM SKY,12,137,48h 40' 27'',+ 01h 49' 55'',6595
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,12,138,48h 41' 41'',+ 01h 51' 09'',6669
GENE Yohann,FRA,TEAM EUROPCAR,12,139,48h 41' 46'',+ 01h 51' 14'',6674
POZZATO Filippo,ITA,LAMPRE - MERIDA,12,140,48h 41' 57'',+ 01h 51' 25'',6685
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,141,48h 42' 11'',+ 01h 51' 39'',6699
FARRAR Tyler,USA,MTN-QHUBEKA,12,142,48h 42' 14'',+ 01h 51' 42'',6702
RENSHAW Mark,AUS,ETIXX-QUICK STEP,12,143,48h 42' 38'',+ 01h 52' 06'',6726
TIMMER Albert,NED,TEAM GIANT-ALPECIN,12,144,48h 42' 50'',+ 01h 52' 18'',6738
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,12,145,48h 42' 59'',+ 01h 52' 27'',6747
SERPA SANTANDER José,COL,LAMPRE - MERIDA,12,146,48h 43' 20'',+ 01h 52' 48'',6768
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,12,147,48h 43' 45'',+ 01h 53' 13'',6793
DEVOLDER Stijn,BEL,TREK FACTORY RACING,12,148,48h 46' 46'',+ 01h 56' 14'',6974
TOSATTO Matteo,ITA,TINKOFF-SAXO,12,149,48h 47' 08'',+ 01h 56' 36'',6996
BRÄNDLE Matthias,AUT,IAM CYCLING,12,150,48h 47' 39'',+ 01h 57' 07'',7027
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,12,151,48h 47' 46'',+ 01h 57' 14'',7034
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,12,152,48h 47' 48'',+ 01h 57' 16'',7036
GUARNIERI Jacopo,ITA,TEAM KATUSHA,12,153,48h 48' 17'',+ 01h 57' 45'',7065
GAUDIN Damien,FRA,AG2R LA MONDIALE,12,154,48h 48' 19'',+ 01h 57' 47'',7067
DE GENDT Thomas,BEL,LOTTO-SOUDAL,12,155,48h 48' 50'',+ 01h 58' 18'',7098
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,12,156,48h 49' 00'',+ 01h 58' 28'',7108
ROWE Luke,GBR,TEAM SKY,12,157,48h 49' 41'',+ 01h 59' 09'',7149
BONO Matteo,ITA,LAMPRE - MERIDA,12,158,48h 50' 38'',+ 02h 00' 06'',7206
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,12,159,48h 51' 02'',+ 02h 00' 30'',7230
DURBRIDGE Luke,AUS,ORICA GREENEDGE,12,160,48h 52' 10'',+ 02h 01' 38'',7298
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,12,161,48h 53' 03'',+ 02h 02' 31'',7351
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",12,162,49h 00' 02'',+ 02h 09' 30'',7770
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,12,163,49h 00' 40'',+ 02h 10' 08'',7808
DIDIER Laurent,LUX,TREK FACTORY RACING,12,164,49h 00' 40'',+ 02h 10' 08'',7808
WEENING Pieter,NED,ORICA GREENEDGE,12,165,49h 02' 12'',+ 02h 11' 40'',7900
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,12,166,49h 03' 04'',+ 02h 12' 32'',7952
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,12,167,49h 03' 18'',+ 02h 12' 46'',7966
